occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
295894,occ,28123,Zatrachys,genus,37056,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Temnospondyli,Zatracheidae,Zatrachys,1,specimens,-98.625275,33.595554,,"Three Forks of the Little Wichita, 5 (Putnam Formation)",,"Locality 5 (Romer 1928), Locality IVb (Romer & Price, 1940) faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295895,occ,28123,Dimetrodon,genus,38904,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,2,specimens,-98.625275,33.595554,,"Three Forks of the Little Wichita, 5 (Putnam Formation)",,"Locality 5 (Romer 1928), Locality IVb (Romer & Price, 1940) faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,terrestrial
295896,occ,28124,Cricotus,genus,37197,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Archeriidae,Cricotus,1,specimens,-98.625275,33.595554,,"Shell Point, 6 (Putnam Formation)",,"Locality 6 (Romer 1928), ""Shell Point"", faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295897,occ,28124,Eryops,genus,37011,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,1,specimens,-98.625275,33.595554,,"Shell Point, 6 (Putnam Formation)",,"Locality 6 (Romer 1928), ""Shell Point"", faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295898,occ,28124,Diadectes sideropelicus,species,320982,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Diadectes,1,specimens,-98.625275,33.595554,authority is not Romer 1928,"Shell Point, 6 (Putnam Formation)",,"Locality 6 (Romer 1928), ""Shell Point"", faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295899,occ,28124,Ophiacodon,genus,38888,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,1,specimens,-98.625275,33.595554,,"Shell Point, 6 (Putnam Formation)",,"Locality 6 (Romer 1928), ""Shell Point"", faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,terrestrial
295900,occ,28124,Dimetrodon limbatus,species,70401,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,3,specimens,-98.625275,33.595554,authority is not Romer 1928,"Shell Point, 6 (Putnam Formation)",,"Locality 6 (Romer 1928), ""Shell Point"", faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,terrestrial
295901,occ,28125,Eryops,genus,37011,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,1,specimens,-98.625275,33.595554,,"Long Creek, 7 (Putnam Formation)",,"Locality 7 (Romer 1928), faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295902,occ,28125,Diadectes,genus,37247,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Diadectes,1,specimens,-98.625275,33.595554,,"Long Creek, 7 (Putnam Formation)",,"Locality 7 (Romer 1928), faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295903,occ,28125,Dimetrodon,genus,38904,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,1,specimens,-98.625275,33.595554,,"Long Creek, 7 (Putnam Formation)",,"Locality 7 (Romer 1928), faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,terrestrial
295904,occ,28125,Edaphosaurus,genus,38911,Sakmarian,,295.5,290.1,Chordata,Osteichthyes,Cotylosauria,Edaphosauridae,Edaphosaurus,1,specimens,-98.625275,33.595554,,"Long Creek, 7 (Putnam Formation)",,"Locality 7 (Romer 1928), faunal Zone 0, Cisco Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30.26,-1.62,101,Putnam,Cisco,,terrestrial indet.,body,terrestrial
295905,occ,28141,Cricotus,genus,37197,Artinskian,,290.1,279.3,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Archeriidae,Cricotus,1,specimens,-98.625275,33.595554,,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295906,occ,28141,Eryops,genus,37011,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,2,specimens,-98.625275,33.595554,,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295907,occ,28141,Trimerorhachis,genus,36991,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Trimerorhachidae,Trimerorhachis,1,specimens,-98.625275,33.595554,"entered as ""Trimerorachis""","Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295908,occ,28141,Ophiacodon retroversus,species,138048,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,1,specimens,-98.625275,33.595554,,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,terrestrial
295909,occ,28141,Dimetrodon,genus,38904,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,1,specimens,-98.625275,33.595554,,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,terrestrial
295910,occ,28141,Edaphosaurus,genus,38911,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Edaphosauridae,Edaphosaurus,1,specimens,-98.625275,33.595554,,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",,"Locality 10 (Romer 1928), Locality Vg (Romer & Price 1940), faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,outcrop,-30.06,-1.3,101,Admiral,Wichita,,terrestrial indet.,body,terrestrial
295911,occ,28239,Eryops,genus,37011,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,3,specimens,-98.694725,33.816113,,"South of Holliday, 11 (Admiral Formation)",,"Locality 11 (Romer 1928), S. of Holliday, Head of Long Creek, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295912,occ,28239,Ophiacodon,genus,38888,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,1,specimens,-98.694725,33.816113,,"South of Holliday, 11 (Admiral Formation)",,"Locality 11 (Romer 1928), S. of Holliday, Head of Long Creek, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,terrestrial
295913,occ,28239,Dimetrodon,genus,38904,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,4,specimens,-98.694725,33.816113,,"South of Holliday, 11 (Admiral Formation)",,"Locality 11 (Romer 1928), S. of Holliday, Head of Long Creek, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Archer,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,terrestrial
295914,occ,28142,Cricotus,genus,37197,Artinskian,,290.1,279.3,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Archeriidae,Cricotus,1,specimens,-98.694725,33.816113,,"Mount Barry, 12 (Admiral Formation)",,"Locality 12 (Romer 1928), Locality IVf (Romer & Price 1940), Mt. Barry, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Wichita,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295915,occ,28142,Eryops,genus,37011,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,7,specimens,-98.694725,33.816113,"Rachitomus valens, n. g., n. sp., authority is not Romer 1928. R. valens = Eryops acc. to Romer 1928.","Mount Barry, 12 (Admiral Formation)",,"Locality 12 (Romer 1928), Locality IVf (Romer & Price 1940), Mt. Barry, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Wichita,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295916,occ,28142,Trimerorhachis,genus,36991,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Trimerorhachidae,Trimerorhachis,2,specimens,-98.694725,33.816113,"entered as ""Trimerorachis""","Mount Barry, 12 (Admiral Formation)",,"Locality 12 (Romer 1928), Locality IVf (Romer & Price 1940), Mt. Barry, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Wichita,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
295917,occ,28142,Parioxys ferricolus,species,345270,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Dissorophidae,Parioxys,1,specimens,-98.694725,33.816113,Authority is not Romer 1928.,"Mount Barry, 12 (Admiral Formation)",,"Locality 12 (Romer 1928), Locality IVf (Romer & Price 1940), Mt. Barry, faunal Zone 1, Wichita Group, Texas red-beds, redbeds",US,Texas,Wichita,local area,-30,-1.09,101,Admiral,Wichita,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
